username	all	month	week
0010fedde8e61cad5b049da6df8b5a	0.720010080645	0.789467592593	0.690972222222
0037c93a19a7e90580086b462ba11b	0.76807735426	0.730671296296	0.562996031746
005b1e0298bde6b726156aefb8d88c	0.708796296296	0.862152777778	0.868551587302
00ad591e46eb6f3d8c474d9de9e219	0.587301587302	0.152314814815	0.521825396825
00b602879b6f7d7e1d4223325e0cb2	0.824129188713	0.762731481481	0.671626984127
00f189f7091248c825f8dda0bc9d49	0.80788248982	0.862268518519	0.875992063492
0110f75c4a9998776f39d0ce7e5393	0.747299382716	0.88900462963	0.813492063492
012a5e138f69d2f344b9dceb7363e5	0.922786896745	0.928472222222	0.884920634921
01384258ba14c9f69775c93d5f37f7	0.771908068783	0.959027777778	0.775297619048
014813ebd3e875e031adf6ab717acc	0.759492243867	0.583912037037	0.16121031746
0149cde16952c52bd38550ba4e5c56	0.763413242009	0.883449074074	0.669146825397
0192d71b149f60e98272b3ad3daf05	0.913194444444	0.922685185185	0.918154761905
01b55a9e2a33743a3b956085974184	0.81087962963	0.2375	0.719742063492
01b752d455e97e5dd2262d339f2187	0.691666666667	0.748148148148	0.796626984127
01b913754e34bbac2a17afbc398702	0.856966145833	0.736805555556	0.84375
01bead0797b27df58534edb513d875	0.747222222222	0.721064814815	0.591765873016
01e5981deb68fca20a5df8afbb10c6	0.811443236715	0.822106481481	0.936507936508
01eac40da88f4124f77c4bef560296	0.757341269841	0.570833333333	0.756448412698
02316efb6bd3b6b4e0c66c76e6670e	0.702666234888	0.447916666667	0.289186507937
024ede0dc5e2ba4f3a1e3ac0c1d00c	0.869043209877	0.859837962963	0.875496031746
02fbc27420b2c30e451b2457f22141	0.775943396226	0.916550925926	0.840773809524
03acb838245a4a8759ae578654a02d	0.742842636268	0.494328703704	0.424107142857
03cbecdd10fc110f944598e0be40b1	0.736093921892	0.937731481481	0.806051587302
03def3ff5d97bbdcecbebc24127abe	0.824019220642	0.626388888889	0.445436507937
03eb449d4c70f8e3ac56103ac73c3b	0.715773809524	0.934375	0.821428571429
