username	date	value
0f135afc955fec2b6f5375da69d79729e136385bf21ed2d77bf6c632028e85b2	20140414	1
0f208bdf72a725dd61e9dd7a24ee8eba11f5832579ce0dcdc856de422b729801	20140322	1
0f5de0e2b46808d380801e9aad359227777b16dd1125d02ce5589106e0772eab	20140312	1
0f5de0e2b46808d380801e9aad359227777b16dd1125d02ce5589106e0772eab	20140325	1
0f5de0e2b46808d380801e9aad359227777b16dd1125d02ce5589106e0772eab	20140409	1
0f88e2314d7457e9ec40e649e0103c30538e4a10e1ad32db885f82e973b16c29	20140301	1
1030a2de45e12ae17ac684ab601d53b86143478fb137203ddf2df21dc8c84922	20140413	1
10631318a78c05cd70a02b4545bdfaf0b98ebeafd51983695697dca9abaef9a0	20140412	1
109c77f2f9b7706d73e61767fc7afc9f983a72b2fef5cdfbaa99f2ad9bc0028b	20140301	1
109ed9bbd3a544aee652b0b591de875a8927d08ee0bc34940ae85687810c2796	20140415	1
10b1895ecd270d855e4491d9b1ca1ca2fbc78338144358aabbd51c3b68b90170	20140416	1
10d5fb2241439a801552f971b91fdb0b396c642d10cc8665158903ec6415db7c	20140402	1
10dc955815f130632b3cb4151f4732ab66b78477c8d85dbf8f9a1149dfedc041	20140401	1
1124684fe5cf29e23a0639943582d2e43e412c6c66247327cca477b0228eb8e9	20140321	1
1127e95a7ffc65d90154abf90b7b4756f6e4fdf9cdc83ec3eb1e6592cce31af2	20140306	1
112a4a904dbfc6b5b7ecd274f9740389e25a54c0ecf31673514b2c93112fe75a	20140318	1
11346acb68152dcb6e685fecf39c03cc64603325354f9f53ece4a45afad58c0a	20140408	1
115749b1820ba371aec7357b10257ddfa8776c93b3d6b25f9d12f9a716487b98	20140331	1
116c3011debcba5efc880b603d4ab5854a19f06a3cf2161fb87986058876ab99	20140401	1
12462747459f7ae847b1e5170efd4c398391f48db098ee56be9a0635ce846a77	20140417	1
1294ee89e982f86af0d43795cc6fbf1af28d588f9b108eaa3430c4c0fe40264c	20140405	1
1294ee89e982f86af0d43795cc6fbf1af28d588f9b108eaa3430c4c0fe40264c	20140410	1
1294ee89e982f86af0d43795cc6fbf1af28d588f9b108eaa3430c4c0fe40264c	20140414	1
12d27c031f11c32c832c312db4d323cd1a2b1047f357391755dfdc3718c92181	20140402	1
12d27c031f11c32c832c312db4d323cd1a2b1047f357391755dfdc3718c92181	20140410	1
12ea24b3b14dba68f21059c50c534c732ee1ff15ac8d4ccca9cbb1da9bebdd6b	20140418	1
12ea24b3b14dba68f21059c50c534c732ee1ff15ac8d4ccca9cbb1da9bebdd6b	20140419	1
12f44f8997cf05815efef818100321ba8edb2d52a8a80acad053dd4d1cc176f6	20140326	1
130a820424012462dc8b036af41423a8dc5bfaa30e5f6841dde65263c5df34d7	20140412	1
131e2bc3ee244cc6581d190b26791dcb99aaca982cb46cbbaa5d2cf3e1a16ceb	20140416	1
13dc70ef35c42fb7243fa4c26d26abef798442c83fa3b8fcbb2a6708633442de	20140329	1
13ef07d934096959379c223bf5e87bc9b9329f852c5f6049c9aaf05563108c4a	20140317	1
1404d560e70ee9e44319f927ca272514a8664fe9bf71691031538a668dddc558	20140228	1
1410ebab30d4f3c2dfa3c23b268c10c40a05428125c8934adde7f078e811123a	20140322	1
1410ebab30d4f3c2dfa3c23b268c10c40a05428125c8934adde7f078e811123a	20140324	1
1410ebab30d4f3c2dfa3c23b268c10c40a05428125c8934adde7f078e811123a	20140414	1
1447b716e693cb5c65908b8d0636eb1a12624cef7ba4cfe071ee93307e8b0429	20140323	1
147368ceac3ad32233d34d64afbf88dd15945f27c8929e428d2a51f6377c0cf0	20140411	1
14883b3675d6a1aabb053a54eeaf03b019ba5b376ffec6f9a979104322e87708	20140419	1
149606bcaeb6756c9f9911052b7a4619ca8d9c735aa4f4c806387ba71cdbb23a	20140325	1
14abf4bbfc30f4ace492bdc8312da121e0d9d523cf1ebbf6ccf5b1774d02acb8	20140409	1
14dbf553044511072f3a23b1ddf6a323c8354c53487367edfe0c7388c9779b76	20140227	1
14dbf553044511072f3a23b1ddf6a323c8354c53487367edfe0c7388c9779b76	20140228	1
14dbf553044511072f3a23b1ddf6a323c8354c53487367edfe0c7388c9779b76	20140307	1
14dbf553044511072f3a23b1ddf6a323c8354c53487367edfe0c7388c9779b76	20140308	1
14dbf553044511072f3a23b1ddf6a323c8354c53487367edfe0c7388c9779b76	20140405	1
14dbf553044511072f3a23b1ddf6a323c8354c53487367edfe0c7388c9779b76	20140407	1
14dbf553044511072f3a23b1ddf6a323c8354c53487367edfe0c7388c9779b76	20140408	1
14dbf553044511072f3a23b1ddf6a323c8354c53487367edfe0c7388c9779b76	20140409	1
14dbf553044511072f3a23b1ddf6a323c8354c53487367edfe0c7388c9779b76	20140410	1
14dbf553044511072f3a23b1ddf6a323c8354c53487367edfe0c7388c9779b76	20140411	1
14f5ffaf205e07cc23c1f40a083ae0428369e5994782b25f44226eb4ba2d9802	20140409	1
1514878561504fbd80194de4c3182f89d836262168541ad90888cadda620c04e	20140306	1
1517fd40cbd34bca241db389c13b9dfefad19ada0027047a30df9a8d64c3e0b0	20140320	1
153d3b33727382c3b174ecc1e518a9eb85e6508b28fb27b8e190647397711135	20140331	1
1556d10239abff085f9eb39b020a2a6bfeedb499fbcb8cfa89e6ee2622a7dad4	20140410	1
157550036f781e422148beeaa9a6a14691cc103c7c7a887d311c2d3e9cb1ca25	20140322	1
158f40eadf6c9b257a34130a33fa39d901c04a777af51cecf7ce7d9b64c5d4c3	20140327	1
15b7c18f590ee2c7da0e912af33cc40a2e7a6904d6ad40f134c4ad1590d158ef	20140323	1
15c8e4c3fe5f6510ad56da62f274d6f28ce9ce1da169c8790588f42120ef0794	20140228	1
15d1a09a22073aec150040c02937fcb1a5d6d4ea905761e026c67b9962a414de	20140407	1
15d6b802b607c8ec4e3f3aa82cd49ea2cdd0c393feb28384f71a08ca37356476	20140413	1
15e61efda010f3409e2238cfc4aa9415d500ddcfc333b2bde23a1270528ce2b6	20140413	1
1612344907835bba724a6d33df2d3ad2a11da0c54e5cc24861c3d9d97d9c679f	20140325	1
1614dd6b4824def8e9912bbff363e1816911d52e913a552e5d9fecbadc0124f4	20140419	1
161d4f504bd505be2992bc419450e1c1700a317ec781f75d8f6b6beed52d2141	20140414	1
163ffd65bb118a6c048affd7758708bbe979bdbea41cf5c93bfd7cfa84284fd6	20140408	1
16568082ce3cd1a50c3c12851f70b8030927d3eaf1960d93b61259117b2b4df6	20140410	1
16a0307c132388b8e2ea8ad22cd832b0883c0a74bcc8ec9c427da912b8bfd7c8	20140329	1
16a0307c132388b8e2ea8ad22cd832b0883c0a74bcc8ec9c427da912b8bfd7c8	20140402	1
16a0307c132388b8e2ea8ad22cd832b0883c0a74bcc8ec9c427da912b8bfd7c8	20140408	1
16d47578898f03834d0520711c0e9ffd61d73fab93c4694ad73fcd5d22dadfc5	20140409	1
16dd14b8dba777f7857aee64dc4039202833e42dfef56b3c3a7e35a75e9f139a	20140325	1
171683efed81a644f8b1461f4287c256c9653b75b593b746349a7abe9320ddd7	20140312	1
171683efed81a644f8b1461f4287c256c9653b75b593b746349a7abe9320ddd7	20140329	1
171683efed81a644f8b1461f4287c256dd761e7b807b65a35916a2de0dceac0f	20140402	1
1744c1eda4431d23e478d30caf883b91a2b79329a0fa57ef0440c2115a93b5bb	20140325	1
17a6d8cda49603d1e331d6db3b5164bca2b45efa7713fbe0e58939c2ad1978e5	20140420	1
17a6de4395eff8f814ff2f77f9a4581f6cd995a68257a60136b0f3bfe3e1cac3	20140407	1
17da550b273c516d00be9edc7cb2f1af0b75e5a0864ac5ed26bf1133f578604f	20140412	1
18196472a98929530b376173c2e6d39a718203364d5285355ef2754ee164c89a	20140319	1
18196472a98929530b376173c2e6d39a718203364d5285355ef2754ee164c89a	20140410	1
182c6be93fa5edbd72b0f09434f09f7ac1d64b38836bb9672ef4780748082082	20140411	1
18550427da12d6c1696eae18bac244d35c0297433a0824d5f83c95b5563f9aad	20140420	1
1864c68b49462e63ace748cbd5f2020e902f1a1871e675518f30ee90f43ee960	20140413	1
18c6474cb9c5eb5f4318964cb3065bdf96839dc82e937c3bbdb2769914bcbdf4	20140415	1
18db3fe1522d473a02dab1876f260be29ced5fa4696689708ddb5282dd2485b5	20140228	1
18ecf7f8b4130290a8a019d37bd593029caeb60a55472cc4d3daecff3b17ea4c	20140401	1
18f21684b00d5a10faf7c53d5ded9760c10a524894eab102aa84c41d7b4bd13a	20140407	1
19688c7ca3a51c216302341b759ff16b79950fa618a26c5258d6a6a768d4eb97	20140325	1
19e56ad9778f1b2f6848c62f9efe3d68ed1c98292c50de37c0cf608c058464f1	20140325	1
1a1874adf55d11b227763017c823310eeb38c18eb16ecb1bac3b9ef6d78b5dd8	20140415	1
1a3730aafec4aff7c1c8eb7e3f7d6dde6bea8b4fc2436c22215047130e29a9d2	20140325	1
1a3730aafec4aff7c1c8eb7e3f7d6dde6bea8b4fc2436c22215047130e29a9d2	20140326	1
1a4fb04f895463d4b35367bbaef0508b407daf4c8b67e24c9e204f33900736a2	20140411	1
1a57dd0756e36a4f75f69249db9a34127d474c83c434109cd09479fa3cdfa0fc	20140410	1
1a5daf3e0fdd0a4f0244ed399af9c721ed0807f5057dc0a1a735c4211c642556	20140413	1
1a63e0a84a54914b97a8b01c03bb74ab7061ec3d1860e73cf2ca6d4b2309ae43	20140406	1
1aaae7aa73c9082a6069f3d8b1fd5fbc5bdbb72a05fd4410eaf3fccca4c0fbea	20140421	1
1ac5b621b3f2431ca602b5cc0732490d8527728d6479e8cdbede511633485536	20140414	1
1ade167708fefc1e3f38434497a60b521567f483680776aa884f3ac9ddd9dec7	20140415	1
1ae27fb64d7d4305a1adc97ddc15d1ec65b261776e171358fabcb1b40bed6477	20140414	1
1ae27fb64d7d4305a1adc97ddc15d1ec65b261776e171358fabcb1b40bed6477	20140415	1
1b7ac55b37c0816603f75d4f929ced769dca5ed77a918b6d6d5607800a5cb428	20140320	1
1b9af82632a63cac3cbd6935f7d0fd10dfa5daffd81a69e04caf05a8aa65206b	20140412	1
1bce869429723d1c4e7ebb45568aa362108f1997065a45c6cf60105a76be1beb	20140407	1
1bde19206664436592e622d0283a4c06a4af54a4367657996cd1ab26836741b6	20140403	1
1c27ea28195fbacad2d16bef4b779a454e1868d8070c2ff0009e5c1b734631f3	20140416	1
1c985a3fd5f442db1bca6dab9eecf35fdf8a62097493d9817561ee0f4730733b	20140424	1
1ca25a8e1b3f4c3dbed3d153e9edc8ef4cdf659123787158d680702c4eaf9681	20140331	1
1cc670c969fd176023af1acd6995d6fdb58d03b2e17a4d3472fd6dcbcbb3ea19	20140323	1
1cdfdebb3b5cccd473e4675af988092f2b4015fced233bb716b8c552da900695	20140328	1
1cf0d82552d0d531ccb149efabbb973939c1a4d81cfff2fb199555735354ecdd	20140414	1
1d0acd4a9da508d843f94bdc20f25fad984bfd786d2d0cca77cbb9c809df85d9	20140405	1
1d2a0d4cc31e560c6b81e2e68f1ae89ace5a8f54d148aa7d51df393fbde25ba4	20140328	1
1d5d00ae6ae5081b45dc2c3d001341b4eb0de54fc29c3531ba0313faec11b10a	20140317	1
1d93f8bc2fdbc670570c46009d4db93193e1dd18dd57109d58e50631023371c3	20140412	1
1dbbac130416b2907d6b0d269132825bfaf85a27c05d2a87ebd4884b418a1f4c	20140406	1
1e25d2ec5b061b311b0aa9f40f9019bf723ce8e2e8026451f134627dbd023f98	20140405	1
1e25d2ec5b061b311b0aa9f40f9019bf723ce8e2e8026451f134627dbd023f98	20140408	1
1e25d2ec5b061b311b0aa9f40f9019bf723ce8e2e8026451f134627dbd023f98	20140409	1
1e25d2ec5b061b311b0aa9f40f9019bf723ce8e2e8026451f134627dbd023f98	20140410	1
1e25d2ec5b061b311b0aa9f40f9019bf723ce8e2e8026451f134627dbd023f98	20140411	1
1e6aa6d1a2e82bcb1750ad5c655457023fda3d2b125f46c86f1caf979c286d0b	20140411	1
1ed455f67187908a830534407f2ca38c2db72ded7c5327cc3c0c2a570e314556	20140402	1
1edbc5a15c64e980bcb42f671217a9493517d7c4437849705a094098f169aeda	20140409	1
1ef16927e9cda3ecdec0707ab87c7c660bba21b30fa03f58cd3e6b52898eab09	20140328	1
1ef16927e9cda3ecdec0707ab87c7c660bba21b30fa03f58cd3e6b52898eab09	20140401	1
1efe802003ce45a26d9ce9fc6620ed6577ce5c6aea28cb9c262664f10b49dba0	20140320	1
1f0b5fccb6fced0283b3b3ba93f017184c1e7983eccfbf994d7993eef58c9b99	20140413	1
1f155bf70d829335b6ad3c034eea2deb7aa84d846b83c9b493b518a54c733622	20140416	1
1f39217e34fff48bc5b25519a14f7bb94d4c3da25f8c06352bab0703ad47b7e3	20140328	1
1f718b5eedf62412d1c190aaf60ee8ff05e8bf25329bc088b372149c1d3a367f	20140415	1
1fae40b459d7c0f27109ebd5cbc9283d708ec3bed404a48beac8e274e1c6bfbb	20140301	1
1fb6b9bcbcd4e9fc8504991763d7c49dc497eb87cccec47dc966f4e645395b24	20140401	1
1fb6b9bcbcd4e9fc8504991763d7c49dc497eb87cccec47dc966f4e645395b24	20140404	1
200c48b47339f06930a0f910a491042dc0e8f12c3b3cd904c77a6cbaeccaf0aa	20140319	1
202216013401eea7b6cbaca8961d57b1e7cd92d649de0758fa1acbb7152eba34	20140409	1
2045ac168c46168c2e620fe0fdd02685542e8c8e69f3c7550a37f74769622348	20140410	1
20a2b49bdc46202d4acf3bb7ad8dacdc5481fcdccb8202e7edf5db7ec7fbb70d	20140325	1
20af232626de022e8134252b089eb803920bb478506b6d47fdff63f20550c486	20140319	1
20c055499d6ad562debb70ea4b4f109a613ad2dafc4280a0504523be4dc70d09	20140319	1
